id	first_seen_utc	first_seen_confidence	observed_in_run	window_start_utc
5415	2026-08-31T03:43:17+00:00	unbounded	20260831T033020+0000	
5416	2026-08-31T03:43:15+00:00	unbounded	20260831T033020+0000	
5417	2026-08-31T03:43:13+00:00	unbounded	20260831T033020+0000	
5418	2026-08-31T03:43:10+00:00	unbounded	20260831T033020+0000	
5419	2026-08-31T03:43:08+00:00	unbounded	20260831T033020+0000	
5420	2026-08-31T03:43:06+00:00	unbounded	20260831T033020+0000	
5421	2026-08-31T03:43:04+00:00	unbounded	20260831T033020+0000	
5422	2026-08-31T03:43:02+00:00	unbounded	20260831T033020+0000	
5423	2026-08-31T03:43:00+00:00	unbounded	20260831T033020+0000	
5424	2026-08-31T03:42:58+00:00	unbounded	20260831T033020+0000	
5425	2026-08-31T03:42:56+00:00	unbounded	20260831T033020+0000	
5426	2026-08-31T03:42:54+00:00	unbounded	20260831T033020+0000	
5427	2026-08-31T03:42:52+00:00	unbounded	20260831T033020+0000	
5428	2026-08-31T03:42:50+00:00	unbounded	20260831T033020+0000	
5429	2026-08-31T03:42:48+00:00	unbounded	20260831T033020+0000	
5430	2026-08-31T03:42:46+00:00	unbounded	20260831T033020+0000	
5431	2026-08-31T03:42:44+00:00	unbounded	20260831T033020+0000	
5432	2026-08-31T03:42:42+00:00	unbounded	20260831T033020+0000	
5433	2026-08-31T03:42:40+00:00	unbounded	20260831T033020+0000	
5434	2026-08-31T03:42:37+00:00	unbounded	20260831T033020+0000	
5435	2026-08-31T03:42:35+00:00	unbounded	20260831T033020+0000	
5436	2026-08-31T03:42:33+00:00	unbounded	20260831T033020+0000	
5437	2026-08-31T03:42:31+00:00	unbounded	20260831T033020+0000	
5438	2026-08-31T03:42:29+00:00	unbounded	20260831T033020+0000	
5439	2026-08-31T03:42:27+00:00	unbounded	20260831T033020+0000	
5440	2026-08-31T03:42:25+00:00	unbounded	20260831T033020+0000	
5441	2026-08-31T03:42:23+00:00	unbounded	20260831T033020+0000	
5442	2026-08-31T03:42:21+00:00	unbounded	20260831T033020+0000	
5443	2026-08-31T03:42:19+00:00	unbounded	20260831T033020+0000	
5444	2026-08-31T03:42:16+00:00	unbounded	20260831T033020+0000	
5445	2026-08-31T03:42:14+00:00	unbounded	20260831T033020+0000	
5446	2026-08-31T03:42:12+00:00	unbounded	20260831T033020+0000	
5447	2026-08-31T03:42:10+00:00	unbounded	20260831T033020+0000	
5448	2026-08-31T03:42:07+00:00	unbounded	20260831T033020+0000	
5449	2026-08-31T03:42:05+00:00	unbounded	20260831T033020+0000	
5450	2026-08-31T03:42:03+00:00	unbounded	20260831T033020+0000	
5451	2026-08-31T03:42:01+00:00	unbounded	20260831T033020+0000	
5452	2026-08-31T03:41:59+00:00	unbounded	20260831T033020+0000	
5453	2026-08-31T03:41:57+00:00	unbounded	20260831T033020+0000	
5454	2026-08-31T03:41:55+00:00	unbounded	20260831T033020+0000	
5455	2026-08-31T03:41:53+00:00	unbounded	20260831T033020+0000	
5456	2026-08-31T03:41:51+00:00	unbounded	20260831T033020+0000	
5457	2026-08-31T03:41:49+00:00	unbounded	20260831T033020+0000	
5458	2026-08-31T03:41:47+00:00	unbounded	20260831T033020+0000	
5459	2026-08-31T03:41:44+00:00	unbounded	20260831T033020+0000	
5460	2026-08-31T03:41:42+00:00	unbounded	20260831T033020+0000	
5461	2026-08-31T03:41:40+00:00	unbounded	20260831T033020+0000	
5462	2026-08-31T03:41:38+00:00	unbounded	20260831T033020+0000	
5463	2026-08-31T03:41:36+00:00	unbounded	20260831T033020+0000	
5464	2026-08-31T03:41:34+00:00	unbounded	20260831T033020+0000	
5465	2026-08-31T03:41:32+00:00	unbounded	20260831T033020+0000	
5466	2026-08-31T03:41:30+00:00	unbounded	20260831T033020+0000	
5467	2026-08-31T03:41:28+00:00	unbounded	20260831T033020+0000	
5468	2026-08-31T03:41:25+00:00	unbounded	20260831T033020+0000	
5469	2026-08-31T03:41:23+00:00	unbounded	20260831T033020+0000	
5470	2026-08-31T03:41:21+00:00	unbounded	20260831T033020+0000	
5471	2026-08-31T03:41:19+00:00	unbounded	20260831T033020+0000	
5472	2026-08-31T03:41:17+00:00	unbounded	20260831T033020+0000	
5473	2026-08-31T03:41:15+00:00	unbounded	20260831T033020+0000	
5474	2026-08-31T03:41:12+00:00	unbounded	20260831T033020+0000	
5475	2026-08-31T03:41:10+00:00	unbounded	20260831T033020+0000	
5477	2026-08-31T03:41:06+00:00	unbounded	20260831T033020+0000	
5478	2026-08-31T03:41:03+00:00	unbounded	20260831T033020+0000	
5479	2026-08-31T03:41:00+00:00	unbounded	20260831T033020+0000	
5480	2026-08-31T03:40:58+00:00	unbounded	20260831T033020+0000	
5481	2026-08-31T03:40:56+00:00	unbounded	20260831T033020+0000	
5482	2026-08-31T03:40:54+00:00	unbounded	20260831T033020+0000	
5483	2026-08-31T03:40:52+00:00	unbounded	20260831T033020+0000	
5484	2026-08-31T03:40:50+00:00	unbounded	20260831T033020+0000	
5485	2026-08-31T03:40:48+00:00	unbounded	20260831T033020+0000	
5486	2026-08-31T03:40:46+00:00	unbounded	20260831T033020+0000	
5487	2026-08-31T03:40:44+00:00	unbounded	20260831T033020+0000	
5489	2026-08-31T03:40:39+00:00	unbounded	20260831T033020+0000	
5490	2026-08-31T03:40:37+00:00	unbounded	20260831T033020+0000	
5491	2026-08-31T03:40:35+00:00	unbounded	20260831T033020+0000	
5492	2026-08-31T03:40:33+00:00	unbounded	20260831T033020+0000	
5493	2026-08-31T03:40:31+00:00	unbounded	20260831T033020+0000	
5494	2026-08-31T03:40:29+00:00	unbounded	20260831T033020+0000	
5495	2026-08-31T03:40:27+00:00	unbounded	20260831T033020+0000	
5496	2026-08-31T03:40:24+00:00	unbounded	20260831T033020+0000	
5497	2026-08-31T03:40:22+00:00	unbounded	20260831T033020+0000	
5500	2026-08-31T03:40:15+00:00	unbounded	20260831T033020+0000	
5501	2026-08-31T03:40:13+00:00	unbounded	20260831T033020+0000	
5502	2026-08-31T03:40:11+00:00	unbounded	20260831T033020+0000	
5503	2026-08-31T03:40:08+00:00	unbounded	20260831T033020+0000	
5505	2026-08-31T03:40:04+00:00	unbounded	20260831T033020+0000	
5506	2026-08-31T03:40:02+00:00	unbounded	20260831T033020+0000	
5507	2026-08-31T03:40:00+00:00	unbounded	20260831T033020+0000	
5508	2026-08-31T03:39:58+00:00	unbounded	20260831T033020+0000	
5509	2026-08-31T03:39:56+00:00	unbounded	20260831T033020+0000	
5511	2026-08-31T03:39:51+00:00	unbounded	20260831T033020+0000	
5512	2026-08-31T03:39:49+00:00	unbounded	20260831T033020+0000	
5513	2026-08-31T03:39:47+00:00	unbounded	20260831T033020+0000	
5515	2026-08-31T03:39:43+00:00	unbounded	20260831T033020+0000	
5516	2026-08-31T03:39:41+00:00	unbounded	20260831T033020+0000	
5517	2026-08-31T03:39:39+00:00	unbounded	20260831T033020+0000	
5518	2026-08-31T03:39:37+00:00	unbounded	20260831T033020+0000	
5519	2026-08-31T03:39:35+00:00	unbounded	20260831T033020+0000	
5520	2026-08-31T03:39:33+00:00	unbounded	20260831T033020+0000	
5521	2026-08-31T03:39:31+00:00	unbounded	20260831T033020+0000	
5522	2026-08-31T03:39:29+00:00	unbounded	20260831T033020+0000	
5524	2026-08-31T03:39:25+00:00	unbounded	20260831T033020+0000	
5526	2026-08-31T03:39:20+00:00	unbounded	20260831T033020+0000	
5530	2026-08-31T03:39:11+00:00	unbounded	20260831T033020+0000	
5531	2026-08-31T03:39:09+00:00	unbounded	20260831T033020+0000	
5532	2026-08-31T03:39:07+00:00	unbounded	20260831T033020+0000	
5534	2026-08-31T03:39:03+00:00	unbounded	20260831T033020+0000	
5535	2026-08-31T03:39:01+00:00	unbounded	20260831T033020+0000	
5536	2026-08-31T03:38:59+00:00	unbounded	20260831T033020+0000	
5538	2026-08-31T03:38:54+00:00	unbounded	20260831T033020+0000	
5539	2026-08-31T03:38:52+00:00	unbounded	20260831T033020+0000	
5540	2026-08-31T03:38:50+00:00	unbounded	20260831T033020+0000	
5541	2026-08-31T03:38:48+00:00	unbounded	20260831T033020+0000	
5543	2026-08-31T03:38:44+00:00	unbounded	20260831T033020+0000	
5544	2026-08-31T03:38:41+00:00	unbounded	20260831T033020+0000	
5545	2026-08-31T03:38:39+00:00	unbounded	20260831T033020+0000	
5546	2026-08-31T03:38:37+00:00	unbounded	20260831T033020+0000	
5548	2026-08-31T03:38:32+00:00	unbounded	20260831T033020+0000	
5549	2026-08-31T03:38:30+00:00	unbounded	20260831T033020+0000	
5550	2026-08-31T03:38:28+00:00	unbounded	20260831T033020+0000	
5551	2026-08-31T03:38:26+00:00	unbounded	20260831T033020+0000	
5559	2026-08-31T03:38:07+00:00	unbounded	20260831T033020+0000	
5571	2026-08-31T03:37:40+00:00	unbounded	20260831T033020+0000	
5572	2026-08-31T03:37:38+00:00	unbounded	20260831T033020+0000	
5573	2026-08-31T03:37:36+00:00	unbounded	20260831T033020+0000	
5574	2026-08-31T03:37:34+00:00	unbounded	20260831T033020+0000	
5575	2026-08-31T03:37:32+00:00	unbounded	20260831T033020+0000	
5576	2026-08-31T03:37:30+00:00	unbounded	20260831T033020+0000	
5577	2026-08-31T03:37:28+00:00	unbounded	20260831T033020+0000	
5578	2026-08-31T03:37:26+00:00	unbounded	20260831T033020+0000	
5579	2026-08-31T03:37:24+00:00	unbounded	20260831T033020+0000	
5580	2026-08-31T03:37:22+00:00	unbounded	20260831T033020+0000	
5581	2026-08-31T03:37:20+00:00	unbounded	20260831T033020+0000	
5582	2026-08-31T03:37:17+00:00	unbounded	20260831T033020+0000	
5583	2026-08-31T03:37:15+00:00	unbounded	20260831T033020+0000	
5584	2026-08-31T03:37:13+00:00	unbounded	20260831T033020+0000	
5585	2026-08-31T03:37:11+00:00	unbounded	20260831T033020+0000	
5586	2026-08-31T03:37:09+00:00	unbounded	20260831T033020+0000	
5587	2026-08-31T03:37:07+00:00	unbounded	20260831T033020+0000	
5588	2026-08-31T03:37:05+00:00	unbounded	20260831T033020+0000	
5589	2026-08-31T03:37:03+00:00	unbounded	20260831T033020+0000	
5590	2026-08-31T03:37:01+00:00	unbounded	20260831T033020+0000	
5591	2026-08-31T03:36:59+00:00	unbounded	20260831T033020+0000	
5592	2026-08-31T03:36:56+00:00	unbounded	20260831T033020+0000	
5594	2026-08-31T03:36:52+00:00	unbounded	20260831T033020+0000	
5595	2026-08-31T03:36:49+00:00	unbounded	20260831T033020+0000	
5596	2026-08-31T03:36:47+00:00	unbounded	20260831T033020+0000	
5597	2026-08-31T03:36:45+00:00	unbounded	20260831T033020+0000	
5598	2026-08-31T03:36:43+00:00	unbounded	20260831T033020+0000	
5599	2026-08-31T03:36:41+00:00	unbounded	20260831T033020+0000	
5600	2026-08-31T03:36:39+00:00	unbounded	20260831T033020+0000	
5601	2026-08-31T03:36:37+00:00	unbounded	20260831T033020+0000	
5602	2026-08-31T03:36:35+00:00	unbounded	20260831T033020+0000	
5603	2026-08-31T03:36:33+00:00	unbounded	20260831T033020+0000	
5604	2026-08-31T03:36:31+00:00	unbounded	20260831T033020+0000	
5605	2026-08-31T03:36:28+00:00	unbounded	20260831T033020+0000	
5606	2026-08-31T03:36:26+00:00	unbounded	20260831T033020+0000	
5609	2026-08-31T03:36:19+00:00	unbounded	20260831T033020+0000	
5626	2026-08-31T03:35:41+00:00	unbounded	20260831T033020+0000	
5627	2026-08-31T03:35:39+00:00	unbounded	20260831T033020+0000	
5628	2026-08-31T03:35:37+00:00	unbounded	20260831T033020+0000	
5630	2026-08-31T03:35:33+00:00	unbounded	20260831T033020+0000	
5631	2026-08-31T03:35:30+00:00	unbounded	20260831T033020+0000	
5632	2026-08-31T03:35:28+00:00	unbounded	20260831T033020+0000	
5633	2026-08-31T03:35:26+00:00	unbounded	20260831T033020+0000	
5634	2026-08-31T03:35:24+00:00	unbounded	20260831T033020+0000	
5635	2026-08-31T03:35:22+00:00	unbounded	20260831T033020+0000	
5636	2026-08-31T03:35:20+00:00	unbounded	20260831T033020+0000	
5637	2026-08-31T03:35:18+00:00	unbounded	20260831T033020+0000	
5638	2026-08-31T03:35:15+00:00	unbounded	20260831T033020+0000	
5639	2026-08-31T03:35:13+00:00	unbounded	20260831T033020+0000	
5655	2026-08-31T03:34:38+00:00	unbounded	20260831T033020+0000	
5656	2026-08-31T03:34:36+00:00	unbounded	20260831T033020+0000	
5657	2026-08-31T03:34:33+00:00	unbounded	20260831T033020+0000	
5658	2026-08-31T03:34:31+00:00	unbounded	20260831T033020+0000	
5668	2026-08-31T03:34:09+00:00	unbounded	20260831T033020+0000	
5671	2026-08-31T03:34:03+00:00	unbounded	20260831T033020+0000	
5672	2026-08-31T03:34:01+00:00	unbounded	20260831T033020+0000	
5675	2026-08-31T03:33:54+00:00	unbounded	20260831T033020+0000	
5676	2026-08-31T03:33:52+00:00	unbounded	20260831T033020+0000	
5677	2026-08-31T03:33:50+00:00	unbounded	20260831T033020+0000	
5679	2026-08-31T03:33:46+00:00	unbounded	20260831T033020+0000	
5680	2026-08-31T03:33:44+00:00	unbounded	20260831T033020+0000	
5681	2026-08-31T03:33:41+00:00	unbounded	20260831T033020+0000	
5682	2026-08-31T03:33:39+00:00	unbounded	20260831T033020+0000	
5683	2026-08-31T03:33:38+00:00	unbounded	20260831T033020+0000	
5684	2026-08-31T03:33:35+00:00	unbounded	20260831T033020+0000	
5685	2026-08-31T03:33:33+00:00	unbounded	20260831T033020+0000	
5686	2026-08-31T03:33:31+00:00	unbounded	20260831T033020+0000	
5687	2026-08-31T03:33:28+00:00	unbounded	20260831T033020+0000	
5688	2026-08-31T03:33:26+00:00	unbounded	20260831T033020+0000	
5689	2026-08-31T03:33:24+00:00	unbounded	20260831T033020+0000	
5690	2026-08-31T03:33:22+00:00	unbounded	20260831T033020+0000	
5691	2026-08-31T03:33:20+00:00	unbounded	20260831T033020+0000	
5692	2026-08-31T03:33:18+00:00	unbounded	20260831T033020+0000	
5693	2026-08-31T03:33:16+00:00	unbounded	20260831T033020+0000	
5694	2026-08-31T03:33:13+00:00	unbounded	20260831T033020+0000	
5695	2026-08-31T03:33:11+00:00	unbounded	20260831T033020+0000	
5696	2026-08-31T03:33:09+00:00	unbounded	20260831T033020+0000	
5697	2026-08-31T03:33:07+00:00	unbounded	20260831T033020+0000	
5698	2026-08-31T03:33:05+00:00	unbounded	20260831T033020+0000	
5699	2026-08-31T03:33:03+00:00	unbounded	20260831T033020+0000	
5700	2026-08-31T03:33:01+00:00	unbounded	20260831T033020+0000	
5701	2026-08-31T03:32:59+00:00	unbounded	20260831T033020+0000	
5702	2026-08-31T03:32:57+00:00	unbounded	20260831T033020+0000	
5703	2026-08-31T03:32:55+00:00	unbounded	20260831T033020+0000	
5704	2026-08-31T03:32:53+00:00	unbounded	20260831T033020+0000	
5705	2026-08-31T03:32:51+00:00	unbounded	20260831T033020+0000	
5706	2026-08-31T03:32:49+00:00	unbounded	20260831T033020+0000	
5707	2026-08-31T03:32:47+00:00	unbounded	20260831T033020+0000	
5708	2026-08-31T03:32:45+00:00	unbounded	20260831T033020+0000	
5709	2026-08-31T03:32:43+00:00	unbounded	20260831T033020+0000	
5710	2026-08-31T03:32:40+00:00	unbounded	20260831T033020+0000	
5711	2026-08-31T03:32:38+00:00	unbounded	20260831T033020+0000	
5712	2026-08-31T03:32:36+00:00	unbounded	20260831T033020+0000	
5713	2026-08-31T03:32:35+00:00	unbounded	20260831T033020+0000	
5714	2026-08-31T03:32:32+00:00	unbounded	20260831T033020+0000	
5715	2026-08-31T03:32:30+00:00	unbounded	20260831T033020+0000	
5716	2026-08-31T03:32:28+00:00	unbounded	20260831T033020+0000	
5717	2026-08-31T03:32:26+00:00	unbounded	20260831T033020+0000	
5718	2026-08-31T03:32:24+00:00	unbounded	20260831T033020+0000	
5719	2026-08-31T03:32:21+00:00	unbounded	20260831T033020+0000	
5720	2026-08-31T03:32:19+00:00	unbounded	20260831T033020+0000	
5721	2026-08-31T03:32:17+00:00	unbounded	20260831T033020+0000	
5722	2026-08-31T03:32:15+00:00	unbounded	20260831T033020+0000	
5723	2026-08-31T03:32:13+00:00	unbounded	20260831T033020+0000	
5725	2026-08-31T03:32:09+00:00	unbounded	20260831T033020+0000	
5726	2026-08-31T03:32:07+00:00	unbounded	20260831T033020+0000	
5727	2026-08-31T03:32:04+00:00	unbounded	20260831T033020+0000	
5728	2026-08-31T03:32:02+00:00	unbounded	20260831T033020+0000	
5729	2026-08-31T03:32:00+00:00	unbounded	20260831T033020+0000	
5731	2026-08-31T03:31:56+00:00	unbounded	20260831T033020+0000	
5732	2026-08-31T03:31:54+00:00	unbounded	20260831T033020+0000	
5733	2026-08-31T03:31:52+00:00	unbounded	20260831T033020+0000	
5734	2026-08-31T03:31:50+00:00	unbounded	20260831T033020+0000	
5735	2026-08-31T03:31:47+00:00	unbounded	20260831T033020+0000	
5736	2026-08-31T03:31:45+00:00	unbounded	20260831T033020+0000	
5738	2026-08-31T03:31:41+00:00	unbounded	20260831T033020+0000	
5739	2026-08-31T03:31:38+00:00	unbounded	20260831T033020+0000	
5740	2026-08-31T03:31:36+00:00	unbounded	20260831T033020+0000	
5741	2026-08-31T03:31:34+00:00	unbounded	20260831T033020+0000	
5742	2026-08-31T03:31:32+00:00	unbounded	20260831T033020+0000	
5743	2026-08-31T03:31:30+00:00	unbounded	20260831T033020+0000	
5744	2026-08-31T03:31:28+00:00	unbounded	20260831T033020+0000	
5747	2026-08-31T03:31:21+00:00	unbounded	20260831T033020+0000	
5748	2026-08-31T03:31:19+00:00	unbounded	20260831T033020+0000	
5749	2026-08-31T03:31:17+00:00	unbounded	20260831T033020+0000	
5750	2026-08-31T03:30:20+00:00	unbounded	20260831T033020+0000	
5751	2026-08-31T03:31:15+00:00	unbounded	20260831T033020+0000	
5752	2026-08-31T03:31:13+00:00	unbounded	20260831T033020+0000	
5756	2026-08-31T03:31:04+00:00	unbounded	20260831T033020+0000	
5757	2026-08-31T03:31:02+00:00	unbounded	20260831T033020+0000	
5758	2026-08-31T03:31:00+00:00	unbounded	20260831T033020+0000	
5759	2026-08-31T03:30:58+00:00	unbounded	20260831T033020+0000	
5760	2026-08-31T03:30:56+00:00	unbounded	20260831T033020+0000	
5762	2026-08-31T03:30:26+00:00	unbounded	20260831T033020+0000	
5765	2026-08-31T03:30:47+00:00	unbounded	20260831T033020+0000	
5766	2026-08-31T03:30:45+00:00	unbounded	20260831T033020+0000	
5767	2026-08-31T03:30:43+00:00	unbounded	20260831T033020+0000	
5768	2026-08-31T03:30:29+00:00	unbounded	20260831T033020+0000	
5769	2026-08-31T03:30:41+00:00	unbounded	20260831T033020+0000	
5770	2026-08-31T03:30:39+00:00	unbounded	20260831T033020+0000	
5771	2026-08-31T03:30:31+00:00	unbounded	20260831T033020+0000	
5772	2026-08-31T03:30:37+00:00	unbounded	20260831T033020+0000	
5773	2026-08-31T03:30:33+00:00	unbounded	20260831T033020+0000	
5774	2026-08-31T03:30:35+00:00	unbounded	20260831T033020+0000	
